customer_id,age,income,employment_status,state,customer_tenure_months,card_type,rewards_preference,credit_score,credit_limit,current_balance,utilization_rate,revolver_flag,revolving_balance,payment_ratio,late_payments_12m,delinquency_flag,default_probability,risk_band,monthly_spend,transactions_count,avg_transaction_amount,grocery_spend,dining_spend,travel_spend,gas_spend,online_spend,inactive_flag,interchange_revenue,interest_revenue,rewards_cost,expected_credit_loss,risk_adjusted_profit,expected_spend_lift,expected_incremental_profit,expected_roi,customer_segment,recommended_action,offer_type,decision_status,ab_test_group,spend_to_income_ratio,balance_to_income_ratio,risk_adjusted_margin,utilization_band,profitability_band,roi_band,campaign_eligible_flag,risk_guardrail_flag
101689,25,56614.34,Self-Employed,VA,120,Platinum,Travel,600,15349.52,6371.59,0.4151,1,5618.12,0.4321,0,1,0.0309,Moderate Risk,2552.23,29,88.01,366.54,510.73,467.82,744.21,462.92,0,45.94,114.7,25.52,11.81,123.31,0.1457,133.9,44.3377,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0451,0.1125,0.0483,Moderate Utilization,High Profit,High ROI,1,0
101690,58,39268.09,Full-Time,MA,30,Platinum,Dining,611,8144.91,5070.21,0.6225,1,2842.68,0.5012,1,0,0.08,High Risk,140.38,2,70.19,7.86,49.82,53.49,6.92,22.28,1,2.53,58.04,1.4,24.34,34.83,0.1494,87.38,20.9043,High-Utilization Revolver,Payment Health Messaging,Financial Health Nudge,Test,Control,0.0036,0.1291,0.2481,High Utilization,Moderate Profit,High ROI,1,0
101691,64,49208.4,Self-Employed,CA,51,Quicksilver,Cashback,690,23443.2,11829.44,0.5046,0,0.0,0.4849,0,0,0.0141,Low Risk,2042.13,24,85.09,166.87,151.85,397.62,514.43,811.35,0,36.76,0.0,34.72,10.01,-7.97,0.0915,-27.63,-3.9528,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0415,0.2404,-0.0039,Moderate Utilization,Negative Profit,Negative ROI,0,0
101692,53,111958.58,Full-Time,CA,49,Quicksilver,Cashback,790,29636.82,2462.82,0.0831,1,2091.08,0.902,0,0,0.002,Low Risk,4327.76,56,77.28,314.73,1648.33,509.44,1411.97,443.3,0,77.9,42.69,73.57,0.3,46.72,0.1276,57.05,10.6636,Premium Growth Candidate,Premium Upgrade Offer,Travel Rewards Upgrade,Scale,Treatment,0.0387,0.022,0.0108,Low Utilization,Moderate Profit,Moderate ROI,1,0
101693,40,123592.61,Full-Time,CA,35,Savor,Cashback,751,26321.88,263.22,0.01,1,220.09,0.715,0,0,0.002,Low Risk,5262.65,105,50.12,932.47,236.81,1671.43,197.97,2223.96,0,94.73,4.49,126.3,0.03,-27.11,0.1272,-59.77,-8.7255,Premium Growth Candidate,Premium Upgrade Offer,Travel Rewards Upgrade,Do Not Launch,Not Eligible,0.0426,0.0021,-0.0052,Low Utilization,Negative Profit,Negative ROI,0,0
101694,28,40854.98,Retired,FL,107,Savor,Travel,671,19749.71,5885.41,0.298,1,5212.07,0.5373,4,0,0.0493,Moderate Risk,2596.27,36,72.12,406.61,519.11,480.34,560.46,629.76,0,46.73,106.41,62.31,17.41,73.42,0.1641,-9.17,-1.4043,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0635,0.1441,0.0283,Low Utilization,Moderate Profit,Negative ROI,0,0
101695,54,54585.49,Retired,MA,32,Platinum,Grocery,615,17149.84,9089.42,0.53,0,0.0,0.2707,1,0,0.0386,Moderate Risk,2823.45,39,72.4,244.64,802.18,16.13,1153.78,606.72,0,50.82,0.0,28.23,21.05,1.54,0.0918,-64.99,-18.307,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0517,0.1665,0.0005,Moderate Utilization,Low Profit,Negative ROI,0,0
101696,43,64087.06,Self-Employed,IL,4,Secured,Cashback,607,14396.51,2699.35,0.1875,0,0.0,0.4556,1,0,0.0138,Low Risk,3139.21,57,55.07,749.25,768.42,381.02,548.61,691.91,0,56.51,0.0,18.84,2.24,35.43,0.0968,3.12,0.7027,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Test,Control,0.049,0.0421,0.0113,Low Utilization,Moderate Profit,Low ROI,1,0
101697,28,84622.41,Student,TX,63,Platinum,Cashback,637,21493.54,7582.92,0.3528,1,6289.63,0.7719,1,0,0.0217,Low Risk,5215.79,57,91.51,509.16,721.25,659.97,1497.13,1828.28,0,93.88,128.41,52.16,9.87,160.26,0.0949,98.19,34.4526,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0616,0.0896,0.0307,Moderate Utilization,High Profit,High ROI,1,0
101698,38,31598.97,Full-Time,VA,77,Platinum,Cashback,591,13450.24,4255.66,0.3164,1,3458.97,0.2087,1,0,0.0405,Moderate Risk,1910.29,23,83.06,170.1,600.25,259.74,145.64,734.56,0,34.39,70.62,19.1,10.34,75.57,0.1011,32.95,8.7401,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0605,0.1347,0.0396,Moderate Utilization,Moderate Profit,Moderate ROI,1,0
101699,68,33750.14,Full-Time,TX,56,Platinum,Dining,643,15444.61,5543.07,0.3589,0,0.0,0.4038,2,0,0.029,Low Risk,2105.59,27,77.98,333.5,427.66,674.45,167.37,502.62,0,37.9,0.0,21.06,9.64,7.2,0.1293,-45.3,-13.7273,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0624,0.1642,0.0034,Moderate Utilization,Low Profit,Negative ROI,0,0
101700,34,81279.0,Full-Time,FL,52,Platinum,Cashback,630,13351.77,6144.48,0.4602,1,5674.64,0.3205,1,0,0.0326,Moderate Risk,1904.36,27,70.53,496.76,606.55,140.15,120.62,540.28,0,34.28,115.86,19.04,12.02,119.08,0.0994,101.7,67.8,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0234,0.0756,0.0625,Moderate Utilization,High Profit,High ROI,1,0
101701,29,29184.81,Student,NC,104,Secured,Travel,639,14185.8,6063.01,0.4274,1,5692.6,0.3481,0,0,0.0276,Low Risk,1173.0,12,97.75,281.64,130.3,220.03,294.4,246.63,0,21.11,116.22,7.04,10.04,120.25,0.1505,190.9,83.0,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0402,0.2077,0.1025,Moderate Utilization,High Profit,High ROI,1,0
101702,54,54849.32,Self-Employed,CA,47,Secured,Travel,642,16140.01,8102.29,0.502,1,5681.18,0.4547,1,0,0.0396,Moderate Risk,2047.78,37,55.35,902.05,68.22,120.49,576.87,380.14,0,36.86,115.99,12.29,19.25,121.31,0.1317,126.91,43.314,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0373,0.1477,0.0592,Moderate Utilization,High Profit,High ROI,1,0
101703,30,70832.88,Retired,MA,78,Platinum,Cashback,648,17164.7,9468.05,0.5516,0,0.0,0.3378,0,0,0.0202,Low Risk,3161.41,44,71.85,1109.8,837.7,865.39,339.98,8.54,0,56.91,0.0,31.61,11.48,13.82,0.1188,-34.73,-6.666,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0446,0.1337,0.0044,Moderate Utilization,Low Profit,Negative ROI,0,0
101704,66,78793.02,Self-Employed,NY,101,Quicksilver,Grocery,722,22306.86,18099.79,0.8114,0,0.0,0.4828,0,0,0.0224,Low Risk,845.26,15,56.35,187.12,58.62,124.29,100.02,375.21,1,15.21,0.0,14.37,24.33,-23.49,0.18,-33.48,-5.6939,Dormant but Recoverable,Reactivation Bonus,$50 Spend Reactivation Bonus,Do Not Launch,Not Eligible,0.0107,0.2297,-0.0278,High Utilization,Negative Profit,Negative ROI,0,0
101705,63,62347.47,Full-Time,TX,50,Platinum,Cashback,621,17231.73,9420.59,0.5467,1,8256.83,0.554,2,0,0.0706,Moderate Risk,1912.79,41,46.65,382.08,643.2,123.57,719.19,44.75,0,34.43,168.58,19.13,39.91,143.97,0.093,94.57,43.986,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Control,0.0307,0.1511,0.0753,Moderate Utilization,High Profit,High ROI,1,0
101706,69,56748.37,Full-Time,NJ,66,Platinum,Dining,723,18422.57,7310.08,0.3968,1,5963.9,0.3836,0,0,0.0102,Low Risk,1606.27,35,45.89,308.32,303.0,86.55,30.15,878.25,0,28.91,121.76,16.06,4.47,130.14,0.173,251.81,82.0228,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Control,0.0283,0.1288,0.081,Moderate Utilization,High Profit,High ROI,1,0
101707,65,94345.59,Full-Time,MA,48,Quicksilver,Dining,737,28437.65,4646.71,0.1634,1,3368.41,0.8541,0,0,0.0034,Low Risk,4698.88,50,93.98,1699.83,760.62,612.39,265.97,1360.07,0,84.58,68.77,79.88,0.95,72.52,0.1555,111.83,29.9812,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Control,0.0498,0.0493,0.0154,Low Utilization,Moderate Profit,High ROI,1,0
101708,32,74591.85,Full-Time,VA,75,Secured,Cashback,633,16986.4,8797.26,0.5179,0,0.0,0.2403,1,0,0.0281,Low Risk,3760.97,53,70.96,1368.17,63.53,325.42,444.25,1559.6,0,67.7,0.0,22.57,14.83,30.3,0.1225,-49.05,-13.7395,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0504,0.1179,0.0081,Moderate Utilization,Moderate Profit,Negative ROI,0,0
101709,31,50425.54,Self-Employed,IL,67,Platinum,Dining,705,17753.78,9915.49,0.5585,1,8625.73,0.3084,0,0,0.0204,Low Risk,387.11,5,77.42,221.45,26.51,21.61,93.57,23.96,1,6.97,176.11,3.87,12.14,167.07,0.146,299.42,65.9515,Dormant but Recoverable,Reactivation Bonus,$50 Spend Reactivation Bonus,Scale,Treatment,0.0077,0.1966,0.4316,Moderate Utilization,High Profit,High ROI,1,0
101710,37,67227.9,Full-Time,IL,103,Platinum,Cashback,620,14952.84,4796.87,0.3208,1,3961.3,0.5244,0,0,0.0183,Low Risk,2760.03,33,83.64,488.37,1292.39,213.09,275.43,490.76,0,49.68,80.88,27.6,5.27,97.69,0.0964,74.09,25.1153,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0411,0.0714,0.0354,Moderate Utilization,Moderate Profit,High ROI,1,0
101711,44,77724.9,Student,VA,32,Quicksilver,Travel,739,24750.62,4776.87,0.193,1,3578.51,0.7832,0,0,0.0041,Low Risk,4676.07,98,47.72,2510.5,386.5,642.18,305.61,831.28,0,84.17,73.06,79.49,1.18,76.56,0.1634,121.25,30.0868,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Control,0.0602,0.0615,0.0164,Low Utilization,Moderate Profit,High ROI,1,0
101712,64,136170.04,Part-Time,TX,22,Venture,Dining,760,33899.32,3132.3,0.0924,1,2312.46,1.0,0,0,0.002,Low Risk,3441.71,40,86.04,964.04,1747.15,115.51,379.27,235.74,0,61.95,47.21,75.72,0.38,33.06,0.1328,39.29,6.4728,Premium Growth Candidate,Premium Upgrade Offer,Travel Rewards Upgrade,Scale,Treatment,0.0253,0.023,0.0096,Low Utilization,Moderate Profit,Moderate ROI,1,0
101713,56,92065.54,Full-Time,TX,52,Platinum,Cashback,626,19830.72,3882.85,0.1958,0,0.0,0.5973,0,0,0.0071,Low Risk,370.43,5,74.09,122.09,69.53,40.64,120.74,17.43,1,6.67,0.0,3.7,1.65,1.32,0.1158,-2.4,-0.625,Dormant but Recoverable,Reactivation Bonus,$50 Spend Reactivation Bonus,Do Not Launch,Not Eligible,0.004,0.0422,0.0036,Low Utilization,Low Profit,Negative ROI,0,0
101714,52,110206.8,Student,VA,75,Secured,Dining,658,24539.56,7928.73,0.3231,0,0.0,0.428,0,0,0.0071,Low Risk,4612.86,70,65.9,752.39,1019.83,743.31,626.08,1471.25,0,83.03,0.0,27.68,3.38,51.97,0.1257,46.5,31.0,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0419,0.0719,0.0113,Moderate Utilization,Moderate Profit,High ROI,1,0
101715,64,51202.56,Full-Time,NJ,36,Platinum,Cashback,634,15148.27,3465.92,0.2288,1,1870.92,0.5967,1,0,0.019,Low Risk,2955.06,33,89.55,945.59,465.33,193.15,690.05,660.93,0,53.19,38.2,29.55,3.95,57.89,0.0967,20.76,5.2424,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0577,0.0677,0.0196,Low Utilization,Moderate Profit,Moderate ROI,1,0
101716,52,53095.27,Part-Time,TX,120,Savor,Cashback,693,18762.1,6304.07,0.336,0,0.0,0.6368,0,0,0.008,Low Risk,1940.37,22,88.2,120.22,445.15,3.64,34.15,1337.21,0,34.93,0.0,46.57,3.03,-14.67,0.107,-35.28,-5.88,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0365,0.1187,-0.0076,Moderate Utilization,Negative Profit,Negative ROI,0,0
101717,39,59942.46,Full-Time,TX,63,Platinum,Cashback,654,21947.65,9446.27,0.4304,1,6229.76,0.46,1,0,0.0279,Low Risk,3779.02,45,83.98,850.36,1003.66,819.87,501.19,603.93,0,68.02,127.19,37.79,15.81,141.61,0.1164,110.92,37.473,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.063,0.1576,0.0375,Moderate Utilization,High Profit,High ROI,1,0
101718,41,62298.93,Full-Time,CA,98,Platinum,Cashback,655,17214.53,7255.92,0.4215,0,0.0,0.318,1,0,0.0189,Low Risk,2194.3,32,68.57,233.02,227.38,392.71,126.15,1215.04,0,39.5,0.0,21.94,8.23,9.33,0.1011,-17.09,-8.177,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0352,0.1165,0.0043,Moderate Utilization,Low Profit,Negative ROI,0,0
101719,46,43331.26,Full-Time,NY,67,Platinum,Cashback,645,14022.17,4833.44,0.3447,0,0.0,0.4334,0,0,0.0132,Low Risk,1981.18,31,63.91,582.39,88.65,351.66,70.36,888.12,0,35.66,0.0,19.81,3.83,12.02,0.1331,-8.47,-2.3079,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0457,0.1115,0.0061,Moderate Utilization,Low Profit,Negative ROI,0,0
101720,25,112610.71,Full-Time,FL,49,Secured,Cashback,629,18269.28,2521.16,0.138,0,0.0,0.5371,2,0,0.01,Low Risk,5228.78,100,52.29,795.46,680.73,1255.39,844.98,1652.22,0,94.12,0.0,31.37,1.51,61.24,0.0884,23.8,8.3803,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Control,0.0464,0.0224,0.0117,Low Utilization,Moderate Profit,Moderate ROI,1,0
101721,57,95894.86,Self-Employed,IL,102,Savor,Grocery,738,26378.75,11158.21,0.423,1,7925.52,0.7393,0,0,0.0075,Low Risk,5488.51,59,93.03,547.37,1676.08,700.8,1377.1,1187.16,0,98.79,161.81,131.72,5.02,123.86,0.1374,157.49,25.9456,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0572,0.1164,0.0226,Moderate Utilization,High Profit,High ROI,1,0
101722,52,58198.53,Retired,MA,21,Quicksilver,Grocery,720,18745.68,1250.34,0.0667,0,0.0,0.7525,0,0,0.0027,Low Risk,3213.8,71,45.26,1372.09,142.63,127.05,825.05,746.97,0,57.85,0.0,54.63,0.2,3.02,0.1322,-10.03,-1.9178,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0552,0.0215,0.0009,Low Utilization,Low Profit,Negative ROI,0,0
101723,56,86640.14,Student,NC,32,Platinum,Low APR,726,24578.98,7186.89,0.2924,1,3871.07,0.7152,0,0,0.0059,Low Risk,3079.84,36,85.55,1445.36,677.05,106.42,198.51,652.5,0,55.44,79.03,30.8,2.54,101.13,0.0716,72.79,14.6459,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0355,0.083,0.0328,Low Utilization,High Profit,Moderate ROI,1,0
101724,47,72665.18,Full-Time,NJ,93,Platinum,Low APR,656,18863.0,10889.61,0.5773,1,10091.89,0.5588,0,0,0.0283,Low Risk,3921.46,64,61.27,1810.65,1054.42,199.69,719.53,137.18,0,70.59,206.04,39.21,18.49,218.93,0.0499,89.78,20.3122,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Control,0.054,0.1499,0.0558,Moderate Utilization,High Profit,High ROI,1,0
101725,59,89529.88,Retired,CA,109,Platinum,Dining,654,21150.29,7732.55,0.3656,1,5084.85,0.5192,2,0,0.0264,Low Risk,4888.58,97,50.4,1268.26,1604.15,416.64,492.19,1107.35,0,87.99,103.82,48.89,12.25,130.67,0.1142,63.74,13.0082,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0546,0.0864,0.0267,Moderate Utilization,High Profit,Moderate ROI,1,0
101726,67,37623.76,Full-Time,NJ,37,Secured,Dining,588,6855.5,4543.83,0.6628,1,3216.3,0.2505,1,0,0.1085,High Risk,1489.0,32,46.53,738.73,258.57,178.81,170.43,142.47,0,26.8,65.67,8.93,29.58,53.96,0.1546,-63.46,-24.2214,High-Utilization Revolver,Payment Health Messaging,Financial Health Nudge,Do Not Launch,Not Eligible,0.0396,0.1208,0.0362,High Utilization,Moderate Profit,Negative ROI,0,0
101727,48,62244.31,Full-Time,IL,66,Platinum,Cashback,613,9828.4,4914.2,0.5,1,3001.69,0.489,0,1,0.0345,Moderate Risk,3359.85,65,51.69,847.51,231.25,102.19,798.35,1380.55,0,60.48,61.28,33.6,10.17,77.99,0.0944,0.48,0.0976,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Test,Treatment,0.054,0.079,0.0232,Moderate Utilization,Moderate Profit,Low ROI,1,0
101728,42,64577.66,Part-Time,NJ,60,Platinum,Grocery,768,23991.73,1408.31,0.0587,0,0.0,0.8834,0,0,0.002,Low Risk,3810.3,76,50.14,2180.83,224.03,569.79,486.95,348.71,0,68.59,0.0,38.1,0.17,30.32,0.1714,44.61,6.4934,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.059,0.0218,0.008,Low Utilization,Moderate Profit,Moderate ROI,1,0
101729,26,85985.13,Student,FL,88,Platinum,Cashback,687,21185.21,10668.87,0.5036,0,0.0,0.5202,0,0,0.0113,Low Risk,3944.43,51,77.34,591.18,1565.48,584.81,547.08,655.88,0,71.0,0.0,39.44,7.23,24.33,0.0735,-3.6,-1.1538,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0459,0.1241,0.0062,Moderate Utilization,Low Profit,Negative ROI,0,0
101730,59,50820.56,Retired,VA,61,Quicksilver,Dining,692,16252.79,4404.51,0.271,0,0.0,0.8724,0,0,0.0067,Low Risk,489.0,6,81.5,179.57,144.69,70.36,41.25,53.13,1,8.8,0.0,8.31,1.77,-1.28,0.1452,-8.11,-1.6653,Dormant but Recoverable,Reactivation Bonus,$50 Spend Reactivation Bonus,Do Not Launch,Not Eligible,0.0096,0.0867,-0.0026,Low Utilization,Negative Profit,Negative ROI,0,0
101731,65,23156.46,Self-Employed,NY,75,Platinum,Grocery,659,11266.51,4066.08,0.3609,0,0.0,0.5177,0,0,0.014,Low Risk,913.46,19,48.08,366.85,104.37,37.73,40.1,364.41,0,16.44,0.0,9.13,3.42,3.89,0.1422,-8.67,-1.5967,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0394,0.1756,0.0043,Moderate Utilization,Low Profit,Negative ROI,0,0
101732,55,42010.97,Full-Time,CA,81,Platinum,Low APR,648,16561.86,8411.77,0.5079,1,7402.8,0.4383,0,0,0.03,Moderate Risk,267.21,4,66.8,88.41,22.97,30.83,63.3,61.71,1,4.81,151.14,2.67,15.14,138.14,0.1048,182.78,66.708,Dormant but Recoverable,Reactivation Bonus,$50 Spend Reactivation Bonus,Scale,Treatment,0.0064,0.2002,0.517,Moderate Utilization,High Profit,High ROI,1,0
101733,63,64496.09,Full-Time,CA,100,Platinum,Cashback,625,15004.96,4202.89,0.2801,0,0.0,0.3365,0,0,0.0112,Low Risk,2340.02,46,50.87,1072.28,84.62,643.52,215.49,324.11,0,42.12,0.0,23.4,2.82,15.9,0.0793,-5.54,-1.0453,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0363,0.0652,0.0068,Low Utilization,Low Profit,Negative ROI,0,0
101734,63,67970.66,Full-Time,FL,19,Platinum,Cashback,694,22569.26,10467.62,0.4638,1,8697.51,0.7181,1,0,0.0209,Low Risk,2910.81,51,57.07,444.86,466.8,52.23,1073.18,873.74,0,52.39,177.57,29.11,13.13,187.72,0.1209,223.89,57.8527,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0428,0.154,0.0645,Moderate Utilization,High Profit,High ROI,1,0
101735,60,134211.77,Full-Time,GA,81,Platinum,Travel,694,22407.12,7118.74,0.3177,0,0.0,0.6055,1,0,0.0061,Low Risk,4986.54,66,75.55,2254.91,855.84,552.62,68.07,1255.1,0,89.76,0.0,49.87,2.61,37.28,0.1292,23.62,5.4424,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0372,0.053,0.0075,Moderate Utilization,Moderate Profit,Moderate ROI,1,0
101736,45,84520.85,Full-Time,CA,24,Quicksilver,Grocery,716,23031.18,11999.24,0.521,0,0.0,0.5896,0,0,0.0094,Low Risk,3994.88,47,85.0,2180.02,84.14,155.55,864.77,710.4,0,71.91,0.0,67.91,6.77,-2.77,0.111,-34.4,-9.3478,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0473,0.142,-0.0007,Moderate Utilization,Negative Profit,Negative ROI,0,0
101737,25,68476.28,Full-Time,NY,4,Platinum,Dining,624,20219.29,11527.02,0.5701,1,6632.63,0.2116,3,0,0.0969,High Risk,2679.32,52,51.53,493.32,311.67,1353.67,283.63,237.04,0,48.23,135.42,26.79,67.02,89.84,0.1251,-49.83,-10.8562,Risk Watch,No Growth Offer,No Offer,Block,Not Eligible,0.0391,0.1683,0.0335,Moderate Utilization,Moderate Profit,Negative ROI,0,1
101738,21,65277.04,Full-Time,MA,87,Platinum,Cashback,648,16598.77,5937.38,0.3577,1,4622.82,0.4328,2,0,0.0317,Moderate Risk,3437.77,65,52.89,948.68,1404.31,182.57,755.62,146.59,0,61.88,94.38,34.38,11.29,110.59,0.0769,36.25,9.1772,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.0527,0.091,0.0322,Moderate Utilization,High Profit,Moderate ROI,1,0
101739,31,105214.57,Full-Time,IL,49,Quicksilver,Grocery,691,21873.6,5159.98,0.2359,0,0.0,0.7092,0,0,0.0042,Low Risk,4592.84,101,45.47,2318.03,702.45,629.44,176.42,766.5,0,82.67,0.0,78.08,1.3,3.29,0.1015,-16.27,-3.2605,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0437,0.049,0.0007,Low Utilization,Low Profit,Negative ROI,0,0
101740,42,51645.26,Part-Time,VA,87,Savor,Travel,715,22886.83,5140.38,0.2246,1,2892.75,0.6826,0,0,0.0067,Low Risk,3303.14,55,60.06,1196.07,235.74,1170.49,156.42,544.41,0,59.46,59.06,79.28,2.07,37.17,0.1541,36.52,5.6708,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.064,0.0995,0.0113,Low Utilization,Moderate Profit,Moderate ROI,1,0
101741,57,62385.04,Full-Time,TX,113,Platinum,Grocery,555,14112.28,6462.01,0.4579,1,3382.97,0.4229,3,0,0.1257,High Risk,1783.52,20,89.18,590.34,21.24,85.41,197.54,888.99,0,32.1,69.07,17.84,48.74,34.59,0.1315,-125.33,-63.6193,Risk Watch,No Growth Offer,No Offer,Block,Not Eligible,0.0286,0.1036,0.0194,Moderate Utilization,Moderate Profit,Negative ROI,0,1
101742,43,41877.82,Full-Time,FL,18,Quicksilver,Grocery,747,20317.23,3577.86,0.1761,0,0.0,0.7327,0,0,0.0033,Low Risk,1849.46,28,66.05,110.83,381.4,639.72,130.41,587.11,0,33.29,0.0,31.44,0.71,1.14,0.1299,-11.51,-1.5245,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Do Not Launch,Not Eligible,0.0442,0.0854,0.0006,Low Utilization,Low Profit,Negative ROI,0,0
101743,22,120083.25,Part-Time,NJ,56,Savor,Low APR,691,23117.25,5418.68,0.2344,0,0.0,0.4824,0,1,0.0038,Low Risk,2768.1,33,83.88,382.31,712.27,757.96,500.19,415.36,0,49.83,0.0,66.43,1.24,-17.84,0.0689,-25.68,-4.5532,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0231,0.0451,-0.0064,Low Utilization,Negative Profit,Negative ROI,0,0
101744,31,78030.07,Part-Time,IL,14,Quicksilver,Grocery,676,22345.75,3662.47,0.1639,1,2319.17,0.5708,0,0,0.0065,Low Risk,4284.15,73,58.69,1524.77,108.01,311.1,1290.46,1049.81,0,77.11,47.35,72.83,1.43,50.2,0.1109,38.14,9.8808,Core Customer,Standard Engagement Offer,Standard Cashback Reminder,Scale,Treatment,0.0549,0.0469,0.0117,Low Utilization,Moderate Profit,Moderate ROI,1,0
101745,68,49160.23,Full-Time,CA,100,Secured,Grocery,668,18102.89,4447.88,0.2457,1,2541.84,0.7262,1,0,0.0152,Low Risk,2606.41,51,51.11,317.01,211.37,337.97,1621.66,118.4,0,46.92,51.9,15.64,4.06,79.12,0.1335,82.97,18.3969,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Treatment,0.053,0.0905,0.0304,Low Utilization,Moderate Profit,Moderate ROI,1,0
101746,69,63065.48,Full-Time,GA,120,Platinum,Travel,680,20051.67,10922.14,0.5447,1,7853.68,0.6334,0,0,0.0223,Low Risk,2742.09,48,57.13,160.32,1275.49,340.04,366.52,599.74,0,49.36,160.35,27.42,14.61,167.68,0.1313,213.01,44.4697,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Scale,Control,0.0435,0.1732,0.0612,Moderate Utilization,High Profit,High ROI,1,0
101747,39,81965.47,Retired,NJ,105,Quicksilver,Travel,724,24208.92,2316.79,0.0957,0,0.0,0.7268,0,0,0.0024,Low Risk,3430.15,76,45.13,854.38,301.69,434.33,858.85,980.89,0,61.74,0.0,58.31,0.33,3.1,0.1719,-8.73,-2.4454,Loyal High-Value Customer,Retention Loyalty Benefit,Statement Credit / Loyalty Perk,Do Not Launch,Not Eligible,0.0418,0.0283,0.0009,Low Utilization,Low Profit,Negative ROI,0,0
